word,pyleetspeak,minedLeet,BestMatches,correct
cracktop,cracktop,[],,
atrac,4tr4c,['4tr4c'],AtrAc,yes
isale,1s4l3,['1s4l3'],IsAlE,yes
xfs,xfs,[],,
illage,1ll4g3,['1ll4g3'],IllAgE,yes
humbuckers,h_mb_ck3rs,['h_mb_ck3rs'],hAmbAckErs,no
limbacher,limb@ch3r,['limb@ch3r'],limbAchEr,yes
meses,m3s3s,['m3s3s'],mess,no
zetasizer,z3tas1z3r,['z3tas1z3r'],zEtasIzEr,yes
masterfoods,mast3rf00ds,['mast3rf00ds'],mastErfOOds,yes
clacking,clack1ng,['clack1ng'],clacking,yes
certification,c3rt1fic4t10n,['c3rt1fic4t10n'],cErtIficAtIOn,yes
wemen,w3m3n,['w3m3n'],wOmEn,no
cabopino,cab0p1n0,['cab0p1n0'],cabOpInO,yes
indycar,1ndycar,['1ndycar'],Indycar,yes
sexuales,sex_ales,['sex_ales'],exhales,no
ayacucho,4y@c_ch0,['4y@c_ch0'],AyAcAchO,no
earwave,3arwav3,['3arwav3'],EarwavE,yes
basierend,bas13r3nd,['bas13r3nd'],basIErEnd,yes
hermance,h3rm4nc3,['h3rm4nc3'],hErmAncE,yes
basica,b4s1c@,['b4s1c@'],bAsIcA,yes
reggio,r3gg10,['r3gg10'],rEggIO,yes
fortnum,f0rtnum,['f0rtnum'],fOrtnum,yes
nicolette,n1c0l3tt3,['n1c0l3tt3'],nIcOlEttE,yes
titmice,t1tm1c3,['t1tm1c3'],tItmIcE,yes
vtg,vtg,[],,
hev,hev,[],,
tial,t14l,['t14l'],till,no
ronit,ron1t,['ron1t'],ront,no
housemartins,h0_s3m@rt1ns,['h0_s3m@rt1ns'],hOAsEmArtIns,no
wwwteen,wwwt33n,['wwwt33n'],wwwtEEn,yes
kamelot,kamel0t,['kamel0t'],camelot,no
kerplunk,k3rpl_nk,['k3rpl_nk'],kErplAnk,no
sphere,sphere,[],,
voxel,v0x3l,['v0x3l'],vOxEl,yes
stelvio,st3lv10,['st3lv10'],stElvIO,yes
nonmilitary,n0nmilit4ry,['n0nmilit4ry'],nonmilitary,yes
directives,d1r3ct1v3s,['d1r3ct1v3s'],dIrEctIvEs,yes
stripper,str1pp3r,['str1pp3r'],strIppEr,yes
jitka,j1tka,['j1tka'],jItka,yes
logis,l0gis,['l0gis'],logic,no
danielp,d@n13lp,['d@n13lp'],dAnIElp,yes
ledley,l3dl3y,['l3dl3y'],lEdlEy,yes
moviefactory,m0vi3f4ct0ry,['m0vi3f4ct0ry'],mOviEfActOry,yes
exch,3xch,['3xch'],each,no
marm,m4rm,['m4rm'],warm,no
lyfic,lyf1c,['lyf1c'],lyric,no
phlebotomy,phl3b0t0my,['phl3b0t0my'],phlEbOtOmy,yes
scorso,sc0rs0,['sc0rs0'],scars,no
monochrome,m0n0chrom3,['m0n0chrom3'],mOnOchromE,yes
lechevalier,l3chev@l13r,['l3chev@l13r'],lEchevAlIEr,yes
autonoma,@utonom4,['@utonom4'],AutonomY,no
alkalinization,@lkalin1z@t10n,['@lkalin1z@t10n'],AlkalinIzAtIOn,yes
behnaz,b3hn@z,['b3hn@z'],bEhnAz,yes
fedorabulkingest,f3d0r4b_lk1ng3st,[],,
entel,3nt3l,['3nt3l'],IntEl,no
mednick,m3dn1ck,['m3dn1ck'],mEdnIck,yes
kelland,kelland,[],,
izzet,1zz3t,['1zz3t'],IzzEt,yes
museet,m_s33t,['m_s33t'],mAsEEt,no
aroasia,ar04s1@,['ar04s1@'],arOAsIA,yes
atio,4ti0,['4ti0'],OtiS,no
myjoomla,myj00ml4,['myj00ml4'],myjOOmlA,yes
snhu,snh_,['snh_'],sho,no
autoextra,4_t03xtr4,['4_t03xtr4'],AAtOExtrA,no
hsmai,hsma1,['hsma1'],hamas,no
furniturestack,f_rn1t_r3st4ck,['f_rn1t_r3st4ck'],fArnItArEstAck,no
etiolated,3ti0l4t3d,['3ti0l4t3d'],EtiOlAtEd,yes
sagittal,s@gitt4l,['s@gitt4l'],sAgittAl,yes
redirected,r3dir3cted,['r3dir3cted'],rEdirEcted,yes
groupsystems,gro_psyst3ms,['gro_psyst3ms'],groApsystEms,no
windsurfer,w1nds_rf3r,['w1nds_rf3r'],wIndsArfEr,no
famed,f@m3d,['f@m3d'],fAmEd,yes
sintesi,s1nt3s1,['s1nt3s1'],sIntEsI,yes
cathi,c@th1,['c@th1'],cAthY,no
lenogo,l3nogo,['l3nogo'],logo,no
smack,sm@ck,['sm@ck'],smAck,yes
lugubris,l_g_br1s,['l_g_br1s'],lAgAbrIs,no
yahooi,y4hoo1,['y4hoo1'],yAhooS,no
chasetown,ch@s3t0wn,['ch@s3t0wn'],chAsEtOwn,yes
tiesto,ti3st0,['ti3st0'],tirst,no
heiress,h31r3ss,['h31r3ss'],hEIrEss,yes
mcgill,mcg1ll,['mcg1ll'],mccall,no
slutrussian,sl_tr_ss14n,['sl_tr_ss14n'],slAtrAssIAn,no
transhumanist,transh_man1st,['transh_man1st'],transhAmanIst,no
anishinabe,@n1sh1n4b3,['@n1sh1n4b3'],AnIshInAbE,yes
taverham,t4v3rh4m,['t4v3rh4m'],tAvErhAm,yes
luxuriant,l_x_r1@nt,['l_x_r1@nt'],lAxArIAnt,no
caprine,c@prine,['c@prine'],caprice,no
whata,wh@t4,['wh@t4'],what,no
lockpicks,l0ckp1cks,['l0ckp1cks'],lOckpIcks,yes
yuyu,y_y_,['y_y_'],yOyO,no
syncing,syncing,[],,
bernabe,b3rn@b3,['b3rn@b3'],bErnAbE,yes
flickrcentral,fl1ckrc3ntr4l,['fl1ckrc3ntr4l'],flIckrcEntrAl,yes
ehobbies,3h0bb13s,['3h0bb13s'],EhObbIEs,yes
humane,hum@n3,['hum@n3'],humAnE,yes
markkanen,m@rkk4nen,['m@rkk4nen'],mArkkAnen,yes
cucurbita,c_c_rb1t4,['c_c_rb1t4'],cAcArbItA,no
represent,r3pres3nt,['r3pres3nt'],rEpresEnt,yes
tomatoe,tom4to3,['tom4to3'],tomato,no
preincubation,pr31nc_b@t10n,['pr31nc_b@t10n'],prEIncAbAtIOn,no
nck,nck,[],,
libidl,l1b1dl,['l1b1dl'],lIbIdl,yes
secon,s3c0n,['s3c0n'],scan,no
pagineazzurre,p4g1n34zz_rr3,['p4g1n34zz_rr3'],pAgInEAzzArrE,no
tobacco,t0b@cc0,['t0b@cc0'],tObAccO,yes
pseudogene,ps3_d0gen3,['ps3_d0gen3'],psEAdOgenE,no
ucar,ucar,[],,
pewaukee,p3w@_ke3,['p3w@_ke3'],pEwAAkeE,no
lindsell,l1nds3ll,['l1nds3ll'],lIndsEll,yes
hellhole,h3llhol3,['h3llhol3'],hellhole,yes
notch,n0tch,['n0tch'],nOtch,yes
ership,ership,[],,
employeeid,3mpl0ye31d,['3mpl0ye31d'],EmplOyeEId,yes
energian,3n3rg14n,['3n3rg14n'],EnErgIAn,yes
quotws,q_0tws,['q_0tws'],qAOtws,no
pargres,pargr3s,['pargr3s'],pargrEs,yes
livingston,l1v1ngston,['l1v1ngston'],lIvIngston,yes
mbtu,mbt_,['mbt_'],meta,no
uyeda,_y3d4,['_y3d4'],AyEdA,no
enefit,enefit,[],,
conservatory,c0ns3rv4t0ry,['c0ns3rv4t0ry'],cOnsErvAtOry,yes
doughboys,d0_ghb0ys,['d0_ghb0ys'],dOAghbOys,no
ntx,ntx,[],,
epernay,3p3rn4y,['3p3rn4y'],EpErnAy,yes
microbiol,m1cr0b10l,['m1cr0b10l'],mIcrObIOl,yes
snowglobes,sn0wgl0b3s,['sn0wgl0b3s'],snOwglObEs,yes
seirus,s3irus,['s3irus'],sirius,no
inband,1nb@nd,['1nb@nd'],unbind,no
eyh,3yh,['3yh'],eye,no
opco,0pc0,['0pc0'],OpcO,yes
europa,3_r0p@,['3_r0p@'],EArOpA,no
tanlines,t4nl1n3s,['t4nl1n3s'],tAnlInEs,yes
multitracks,m_lt1tr4cks,['m_lt1tr4cks'],mAltItrAcks,no
persuades,p3rs_4d3s,['p3rs_4d3s'],pErsAAdEs,no
bleh,bl3h,['bl3h'],blAh,no
biwabik,b1w4b1k,['b1w4b1k'],bIwAbIk,yes
masala,m4sal4,['m4sal4'],mAsalA,yes
massinc,massinc,[],,
riepilogo,r13p1logo,['r13p1logo'],rIEpIlogo,yes
mte,mt3,['mt3'],me,no
stadthalle,st@dth@lle,['st@dth@lle'],stAdthAlle,yes
jagdish,j@gd1sh,['j@gd1sh'],jAgdIsh,yes
succumb,s_cc_mb,['s_cc_mb'],sUccUmb,yes
ipanema,1p4n3m@,['1p4n3m@'],IpAnEmA,yes
ouvertes,o_v3rt3s,['o_v3rt3s'],oAvErtEs,no
undervaluing,_nd3rv@l_1ng,['_nd3rv@l_1ng'],AndErvAlAIng,no
chsc,chsc,[],,
openchoice,0p3nch01c3,['0p3nch01c3'],OpEnchOIcE,yes
animam,animam,[],,
drmo,drm0,['drm0'],demo,no
thermax,th3rm4x,['th3rm4x'],thErmAx,yes
atia,at1a,['at1a'],atTa,no
bacteriologic,b@cter10l0g1c,['b@cter10l0g1c'],bActerIOlOgIc,yes
alternator,@lt3rn@t0r,['@lt3rn@t0r'],AltErnAtOr,yes
tomoko,t0m0ko,['t0m0ko'],tOmOko,yes
capricornus,capr1c0rnus,['capr1c0rnus'],caprIcOrnus,yes
weimann,we1m@nn,['we1m@nn'],weImAnn,yes
punco,p_nc0,['p_nc0'],pEncE,no
disinclined,d1s1nclin3d,['d1s1nclin3d'],dIsInclinEd,yes
adbl,@dbl,['@dbl'],idol,no
coeaecient,c0e@3c13nt,['c0e@3c13nt'],cOeAEcIEnt,yes
pmphentermine,pmphentermine,[],,
eivissa,e1v1ssa,['e1v1ssa'],eIvIssa,yes
baggs,b@ggs,['b@ggs'],bags,no
mikal,m1kal,['m1kal'],mahal,no
destroyit,d3str0y1t,['d3str0y1t'],dEstrOyIt,yes
naphtha,n4phth4,['n4phth4'],nAphthA,yes
cannell,c4nn3ll,['c4nn3ll'],cAnnEll,yes
fleetboston,fl33tboston,['fl33tboston'],flEEtboston,yes
txthomeaddressid,txth0me4ddress1d,[],,
malmberg,m@lmberg,['m@lmberg'],mAlmberg,yes
iisc,11sc,['11sc'],DIsc,no
normal,n0rm4l,['n0rm4l'],nOrmAl,yes
preparedness,pr3p@r3dness,['pr3p@r3dness'],prEpArEdness,yes
birthmark,birthm4rk,['birthm4rk'],birthmark,yes
ntfy,ntfy,[],,
vollge,v0llge,['v0llge'],village,no
sealaska,s3@lask4,['s3@lask4'],sEAlaskA,yes
wifelocal,w1f3l0c@l,['w1f3l0c@l'],wIfElOcAl,yes
yhteystiedot,yht3ysti3d0t,['yht3ysti3d0t'],yhtEystiEdOt,yes
ruffy,r_ffy,['r_ffy'],taffy,no
forouzan,f0r0_z4n,['f0r0_z4n'],fOrOAzAn,no
husk,husk,[],,
dnsop,dnsop,[],,
interventionism,1nt3rv3nt10nism,['1nt3rv3nt10nism'],IntErvEntIOnism,yes
portugalia,portug4l1@,['portug4l1@'],portugAlIA,yes
denninger,d3nning3r,['d3nning3r'],dEnningEr,yes
sonorama,sonor4m@,['sonor4m@'],sonorAmA,yes
masturbating,mast_rbating,['mast_rbating'],mastUrbating,yes
uselessly,_s3l3ssly,['_s3l3ssly'],AsElEssly,no
ncbtmb,ncbtmb,[],,
ppayboy,ppayboy,[],,
dufour,duf0ur,['duf0ur'],duffer,no
koeman,k03m@n,['k03m@n'],kOEmAn,yes
indignantly,1nd1gn@ntly,['1nd1gn@ntly'],IndIgnAntly,yes
ratho,rath0,['rath0'],raths,no
infotrac,inf0tr@c,['inf0tr@c'],infOtrAc,yes
importation,1mp0rt@t10n,['1mp0rt@t10n'],ImpOrtAtIOn,yes
stammers,st@mm3rs,['st@mm3rs'],stammers,yes
crossmap,cr0ssmap,['cr0ssmap'],crOssmap,yes
recordin,r3c0rd1n,['r3c0rd1n'],rEcOrdIn,yes
extasy,3xt@sy,['3xt@sy'],ExtAsy,yes
macrians,macr1ans,['macr1ans'],marrians,no
wanzenried,w@nz3nr13d,['w@nz3nr13d'],wAnzEnrIEd,yes
stabilo,st@bil0,['st@bil0'],stAbilO,yes
wamu,w4mu,['w4mu'],womb,no
obelisks,0b3l1sks,['0b3l1sks'],ObElIsks,yes
festschrift,festschrift,[],,
ohsa,0hsa,['0hsa'],asa,no
bawb,b@wb,['b@wb'],bawk,no
macidol,m@cid0l,['m@cid0l'],mAcidOl,yes
oogbol,oogbol,[],,
usdin,_sd1n,['_sd1n'],AsdIn,no
putts,p_tts,['p_tts'],pOtts,no
sinclairs,s1ncl@1rs,['s1ncl@1rs'],sInclAIrs,yes
nunchaku,nunch@ku,['nunch@ku'],nunchaku,yes
iplane,1pl4n3,['1pl4n3'],IplAnE,yes
nauta,n4_t@,['n4_t@'],nAAtA,no
wwwbuycom,wwwbuycom,[],,
falvo,f4lv0,['f4lv0'],fAlvO,yes
retrostats,retr0st@ts,['retr0st@ts'],retrOstAts,yes
conigliaro,c0n1gl1@r0,['c0n1gl1@r0'],cOnIglIArO,yes
bici,b1c1,['b1c1'],back,no
indirizzo,ind1r1zz0,['ind1r1zz0'],indIrIzzO,yes
atcha,@tch@,['@tch@'],ItchY,no
dlrs,dlrs,[],,
mitri,m1tr1,['m1tr1'],metro,no
urinated,_r1n@ted,['_r1n@ted'],ArInAted,no
inactivate,1n@ct1v@te,['1n@ct1v@te'],InActIvAte,yes
ensdr,3nsdr,['3nsdr'],unser,no
afterimage,4ft3r1m@g3,['4ft3r1m@g3'],AftErImAgE,yes
fraza,fraza,[],,
zinco,zinco,[],,
castlewellan,c4stl3w3ll@n,['c4stl3w3ll@n'],cAstlEwEllAn,yes
gelder,gelder,[],,
undernourishment,_nd3rn0_r1shm3nt,[],,
warplane,w4rpl4n3,['w4rpl4n3'],wArplAnE,yes
coali,c04l1,['c04l1'],cOAlI,yes
filan,f1l@n,['f1l@n'],fElOn,no
sympathizes,symp4th1z3s,['symp4th1z3s'],sympAthIzEs,yes
shlvl,shlvl,[],,
cappel,capp3l,['capp3l'],capped,no
gabions,g@b10ns,['g@b10ns'],gAbIOns,yes
csaa,cs44,['cs44'],csIS,no
microsomal,m1crosom4l,['m1crosom4l'],mIcrosomAl,yes
compact,comp4ct,['comp4ct'],compAct,yes
amram,@mr4m,['@mr4m'],AmrAm,yes
magli,m@gl1,['m@gl1'],mAglI,yes
rzr,rzr,[],,
innsuites,inns_it3s,['inns_it3s'],innsAitEs,no
dalgleish,d4lgl31sh,['d4lgl31sh'],dAlglEIsh,yes
nanofiber,nan0f1b3r,['nan0f1b3r'],nanOfIbEr,yes
picturing,p1ct_r1ng,['p1ct_r1ng'],pIctArIng,no
cyrillic,cyrillic,[],,
clupea,cl_p34,['cl_p34'],clApEA,no
progressif,pr0gr3ss1f,['pr0gr3ss1f'],prOgrEssIf,yes
stephentown,st3ph3nt0wn,['st3ph3nt0wn'],stEphEntOwn,yes
bannersgomlm,b4nn3rsgomlm,['b4nn3rsgomlm'],bAnnErsgomlm,yes
markwardt,m@rkw4rdt,['m@rkw4rdt'],mArkwArdt,yes
corporatist,c0rp0r@t1st,['c0rp0r@t1st'],cOrpOrAtIst,yes
tivotogo,t1v0t0go,['t1v0t0go'],tIvOtOgo,yes
catblogging,c@tbl0gg1ng,['c@tbl0gg1ng'],cAtblOggIng,yes
killfile,k1llf1le,['k1llf1le'],kIllfIle,yes
fingerd,fing3rd,['fing3rd'],finger,no
tdci,tdc1,['tdc1'],taco,no
giorgione,g10rg10n3,['g10rg10n3'],gIOrgIOnE,yes
godric,g0dric,['g0dric'],cedric,no
muss,m_ss,['m_ss'],mAss,no
sithole,s1thole,['s1thole'],pothole,no
flux,flux,[],,
penetrations,p3n3trat10ns,['p3n3trat10ns'],pEnEtratIOns,yes
custodian,cust0d1@n,['cust0d1@n'],custOdIAn,yes
marc,m4rc,['m4rc'],mArc,yes
swollen,swoll3n,['swoll3n'],swollEn,yes
wiland,wil4nd,['wil4nd'],wilted,no
promastigotes,pr0m4st1g0tes,['pr0m4st1g0tes'],prOmAstIgOtes,yes
cathe,c@th3,['c@th3'],cAthY,no
cens,c3ns,['c3ns'],cAns,no
britax,br1t4x,['br1t4x'],brItAx,yes
indemnifies,1nd3mnif13s,['1nd3mnif13s'],IndEmnifIEs,yes
ianthe,i4nth3,['i4nth3'],inthe,no
purposefully,p_rp0s3f_lly,['p_rp0s3f_lly'],pArpOsEfAlly,no
ldm,ldm,[],,
troupe,tr0_pe,['tr0_pe'],trOUpe,yes
lipsius,l1ps1_s,['l1ps1_s'],lIpsIAs,no
prineville,prineville,[],,
attract,@ttr@ct,['@ttr@ct'],AttrAct,yes
infolog,1nf0l0g,['1nf0l0g'],InfOlOg,yes
infill,1nf1ll,['1nf1ll'],InfIll,yes
skillets,sk1ll3ts,['sk1ll3ts'],skIllEts,yes
junkyardblog,j_nky4rdblog,['j_nky4rdblog'],jAnkyArdblog,no
trek,tr3k,['tr3k'],trEk,yes
toribio,t0r1b10,['t0r1b10'],tOrIbIO,yes
halleck,h4lleck,['h4lleck'],hillock,no
phosphite,ph0sphit3,['ph0sphit3'],phOsphitE,yes
bouteille,b0_t31ll3,['b0_t31ll3'],bOAtEIllE,no
wriggle,wriggl3,['wriggl3'],wriggle,yes
behavioral,b3hav1oral,['b3hav1oral'],bEhavIoral,yes
lorette,lor3tt3,['lor3tt3'],lorEttA,no
maptech,m@pt3ch,['m@pt3ch'],mAptEch,yes
qamar,qamar,[],,
deoxynucleoside,d30xynucle0s1d3,['d30xynucle0s1d3'],dEOxynucleOsIdE,yes
xxxadult,xxx@dult,['xxx@dult'],xxxAdult,yes
berniece,bern13c3,['bern13c3'],bernIEcE,yes
vonne,v0nn3,['v0nn3'],vInnY,no
dbb,dbb,[],,
jeol,j30l,['j30l'],feel,no
produk,pr0d_k,['pr0d_k'],prOdAk,no
hatje,h@tje,['h@tje'],hate,no
sanaa,s4na@,['s4na@'],sOnaR,no
ssca,ssc4,['ssc4'],sacs,no
khp,khp,[],,
dephosphorylation,dephosph0ryl@ti0n,[],,
uphill,_ph1ll,['_ph1ll'],UphIll,yes
geral,g3r@l,['g3r@l'],girl,no
delfosse,d3lf0ss3,['d3lf0ss3'],dElfOssE,yes
deterministically,d3t3rm1n1stically,[],,
scandinavians,sc@nd1nav1@ns,['sc@nd1nav1@ns'],scAndInavIAns,yes
joggle,j0ggl3,['j0ggl3'],jIgglE,no
logicon,l0g1c0n,['l0g1c0n'],lOgIcOn,yes
kids,k1ds,['k1ds'],kIds,yes
busily,b_s1ly,['b_s1ly'],bUsIly,yes
ieder,1eder,['1eder'],Seder,no
leasebacks,le@seb@cks,['le@seb@cks'],leAsebAcks,yes
declensions,d3cl3ns10ns,['d3cl3ns10ns'],dEclEnsIOns,yes
keemun,k33m_n,['k33m_n'],kEEmAn,no
independiente,1ndep3nd13nt3,['1ndep3nd13nt3'],IndepEndIEntE,yes
jarrad,j@rr@d,['j@rr@d'],jArrEd,no
hatted,h4tt3d,['h4tt3d'],hAttEd,yes
babycenter,b4byc3nt3r,['b4byc3nt3r'],bAbycEntEr,yes
bandwagons,b@ndw4g0ns,['b@ndw4g0ns'],bAndwAgOns,yes
kidnapping,kidn4pping,['kidn4pping'],kidnApping,yes
detected,det3ct3d,['det3ct3d'],detEctEd,yes
invalidation,inval1dat10n,['inval1dat10n'],invalIdatIOn,yes
estuarine,3st_@r1n3,['3st_@r1n3'],EstAArInE,no
ferrules,f3rr_l3s,['f3rr_l3s'],fErrAlEs,no
ionline,i0nlin3,['i0nlin3'],inline,no
cabe,c@b3,['c@b3'],cAbE,yes
houden,h0_d3n,['h0_d3n'],hOAdEn,no
maughan,m@_gh@n,['m@_gh@n'],mAAghAn,no
birthdaye,b1rthd4y3,['b1rthd4y3'],bIrthdAyE,yes
receptiveness,r3cept1v3n3ss,['r3cept1v3n3ss'],rEceptIvEnEss,yes
fillrect,f1llr3ct,['f1llr3ct'],fIllrEct,yes
pornograficzne,p0rn0graf1czn3,['p0rn0graf1czn3'],pOrnOgrafIcznE,yes
gmtime,gmt1m3,['gmt1m3'],gmtImE,yes
altosanta,alt0santa,['alt0santa'],altOsanta,yes
enlarged,3nlarg3d,['3nlarg3d'],EnlargEd,yes
cinch,c1nch,['c1nch'],cInch,yes
circle,c1rcl3,['c1rcl3'],cIrclE,yes
downdrafts,d0wndrafts,['d0wndrafts'],downdraft,no
stringwithformat,str1ngw1thf0rm4t,[],,
sartore,s4rt0r3,['s4rt0r3'],sArtOrE,yes
bahar,b@h@r,['b@h@r'],bAhAr,yes
tommy,t0mmy,['t0mmy'],tOmmy,yes
weatherly,w34th3rly,['w34th3rly'],wEAthErly,yes
episcopalian,3p1sc0p4l14n,['3p1sc0p4l14n'],EpIscOpAlIAn,yes
citidel,c1t1d3l,['c1t1d3l'],cItIdEl,yes
asdvs,@sdvs,['@sdvs'],Asdvs,yes
paratransit,par@tr4ns1t,['par@tr4ns1t'],parAtrAnsIt,yes
kazuaki,kaz_ak1,['kaz_ak1'],kazAakI,no
casinoonline,c@sin00nlin3,['c@sin00nlin3'],cAsinOOnlinE,yes
pressroom,pr3ssr00m,['pr3ssr00m'],prEssrOOm,yes
lovestruck,l0v3str_ck,['l0v3str_ck'],lOvEstrAck,no
techne,techne,[],,
hinz,h1nz,['h1nz'],hint,no
narasimha,nar4s1mh4,['nar4s1mh4'],narAsImhA,yes
anceps,@nc3ps,['@nc3ps'],AncEps,yes
pleven,pl3v3n,['pl3v3n'],plEvEn,yes
xdc,xdc,[],,
raiment,raim3nt,['raim3nt'],raimEnt,yes
hitters,h1tt3rs,['h1tt3rs'],hIttErs,yes
agglutinated,4ggl_t1n@t3d,['4ggl_t1n@t3d'],AgglAtInAtEd,no
valuemags,v@luem4gs,['v@luem4gs'],vAluemAgs,yes
oversteer,0v3rst3er,['0v3rst3er'],OvErstEer,yes
supraphon,s_pr@ph0n,['s_pr@ph0n'],sAprAphOn,no
nazgul,n4zg_l,['n4zg_l'],nAzgAl,no
satcu,s@tcu,['s@tcu'],stu,no
wwwseznamcz,wwws3znamcz,['wwws3znamcz'],wwwsEznamcz,yes
heeter,h33ter,['h33ter'],hEAter,no
ausa,@_s@,['@_s@'],AAsA,no
viso,v1so,['v1so'],visa,no
artritis,@rtr1t1s,['@rtr1t1s'],ArtrItIs,yes
overexpression,0ver3xpr3ss10n,['0ver3xpr3ss10n'],OverExprEssIOn,yes
serkan,s3rk4n,['s3rk4n'],sOrkIn,no
declivity,d3cl1v1ty,['d3cl1v1ty'],dEclIvIty,yes
pfw,pfw,[],,
ektos,3ktos,['3ktos'],estos,no
emailjoke,3m41lj0k3,['3m41lj0k3'],EmAIljOkE,yes
poms,p0ms,['p0ms'],pOms,yes
totalstay,t0t4lst@y,['t0t4lst@y'],tOtAlstAy,yes
strng,strng,[],,
antiseptics,4nt1s3pt1cs,['4nt1s3pt1cs'],AntIsEptIcs,yes
memorycard,m3m0ryc4rd,['m3m0ryc4rd'],mEmOrycArd,yes
salvos,s@lvos,['s@lvos'],selves,no
erronous,3rrono_s,['3rrono_s'],ErronoAs,no
sstc,sstc,[],,
stoermer,st0ermer,['st0ermer'],streamer,no
bryco,bryc0,['bryc0'],brycE,no
beutifull,b3_t1f_ll,['b3_t1f_ll'],bEAtIfAll,no
toothaches,t00th@ch3s,['t00th@ch3s'],tOOthAchEs,yes
krp,krp,[],,
medit,m3d1t,['m3d1t'],mIdSt,no
laughingstock,l@_ghingst0ck,['l@_ghingst0ck'],lAAghingstOck,no
lowepro,l0w3pr0,['l0w3pr0'],lOwEprO,yes
slurs,sl_rs,['sl_rs'],slUrs,yes
williamston,w1ll1@mst0n,['w1ll1@mst0n'],wIllIAmstOn,yes
cavs,c@vs,['c@vs'],cars,no
mcinerney,mcin3rn3y,['mcin3rn3y'],mcinErnEy,yes
screaminglife,scr3@m1ngl1f3,['scr3@m1ngl1f3'],scrEAmInglIfE,yes
sunsoft,s_ns0ft,['s_ns0ft'],sAnsOft,no
downloades,downlo@d3s,['downlo@d3s'],downloads,no
lifetimes,l1f3t1m3s,['l1f3t1m3s'],lIfEtImEs,yes
corrosive,corros1v3,['corros1v3'],corrosIvE,yes
mellin,m3ll1n,['m3ll1n'],mEllOn,no
deibler,d31bl3r,['d31bl3r'],dEIblEr,yes
gentlemans,g3ntl3mans,['g3ntl3mans'],gEntlEmans,yes
mimer,m1m3r,['m1m3r'],mImEr,yes
mcclain,mccl41n,['mccl41n'],mcclAIn,yes
backupassist,b4ck_p4ss1st,['b4ck_p4ss1st'],bAckApAssIst,no
moch,m0ch,['m0ch'],mAch,no
syow,sy0w,['sy0w'],show,no
procreative,pr0cr34t1v3,['pr0cr34t1v3'],prOcrEAtIvE,yes
bulent,b_l3nt,['b_l3nt'],blunt,no
winnsboro,w1nnsb0r0,['w1nnsb0r0'],wInnsbOrO,yes
gbu,gb_,['gb_'],ga,no
armpits,armp1ts,['armp1ts'],armpIts,yes
fined,f1n3d,['f1n3d'],fInEd,yes
curvy,c_rvy,['c_rvy'],cUrvy,yes
bluej,bl_3j,['bl_3j'],blAEj,no
vivisimo,v1v1simo,['v1v1simo'],vIvIsimo,yes
kimmitt,k1mm1tt,['k1mm1tt'],kImmItt,yes
pwrent,pwr3nt,['pwr3nt'],parent,no
wwwthesims,wwwth3s1ms,['wwwth3s1ms'],wwwthEsIms,yes
mcdc,mcdc,[],,
quilon,q_1l0n,['q_1l0n'],qAIlOn,no
nervosa,n3rv0s4,['n3rv0s4'],nErvOsA,yes
rosaries,r0s@r1es,['r0s@r1es'],rOsArIes,yes
whitehal,wh1tehal,['wh1tehal'],whitehall,no
naptr,naptr,[],,
darklis,d@rkl1s,['d@rkl1s'],dArklIs,yes
loggol,l0gg0l,['l0gg0l'],lOggOl,yes
vegspec,v3gsp3c,['v3gsp3c'],vEgspEc,yes
aiusa,a1_sa,['a1_sa'],asa,no
cystinosis,cyst1n0s1s,['cyst1n0s1s'],cystInOsIs,yes
trenbolone,tr3nb0l0n3,['tr3nb0l0n3'],trEnbOlOnE,yes
warf,w4rf,['w4rf'],wOrf,no
kiryas,k1ryas,['k1ryas'],kIryas,yes
bourque,b0_rq_3,['b0_rq_3'],bOArqAE,no
hinyokika,h1ny0k1ka,['h1ny0k1ka'],hInyOkIka,yes
jb,jb,[],,
xung,xung,[],,
pulposus,p_lp0s_s,['p_lp0s_s'],pAlpOsAs,no
normally,n0rmally,['n0rmally'],nOrmally,yes
illustrat,1ll_str4t,['1ll_str4t'],IllAstrAt,no
altucher,altuch3r,['altuch3r'],altuchEr,yes
categorii,categ0rii,['categ0rii'],categOrii,yes
splendida,spl3nd1d4,['spl3nd1d4'],splEndIdA,yes
fandrich,f4ndr1ch,['f4ndr1ch'],fAndrIch,yes
enus,3nus,['3nus'],Anus,no
hypertrophic,hypertr0ph1c,['hypertr0ph1c'],hypertrOphIc,yes
berk,b3rk,['b3rk'],bErk,yes
objid,0bjid,['0bjid'],majid,no
ftosx,ftosx,[],,
gaviscon,gav1sc0n,['gav1sc0n'],gavIscOn,yes
ishiyama,1sh1y@m4,['1sh1y@m4'],IshIyAmA,yes
zonker,zonk3r,['zonk3r'],zonked,no
onegai,on3g41,['on3g41'],onEgAI,yes
hofi,h0f1,['h0f1'],hEfT,no
remailer,rem@1ler,['rem@1ler'],remAIler,yes
abbie,4bb13,['4bb13'],AbbIE,yes
aortas,a0rtas,['a0rtas'],areas,no
katch,k4tch,['k4tch'],kEtch,no
kevorkian,k3v0rk1@n,['k3v0rk1@n'],kEvOrkIAn,yes
etruria,3trur1a,['3trur1a'],EtrurIa,yes
cozza,cozza,[],,
deac,de@c,['de@c'],dec,no
